movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
Contraband,66528000,25000000,Ben Foster,3,Sebastian Abney,Baltasar Kormakur,Action,Remake,Contemporary Fiction,Live Action,0,2012-01-13
Conversations with Other Women,379418,450000,Aaron Eckhart,2,Man,Hans Canosa,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-08-11
Conversations with Other Women,379418,450000,Helena Bonham Carter,1,Woman,Hans Canosa,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-08-11
Conversations with Other Women,379418,450000,Nora Zehetner,3,Young Woman,Hans Canosa,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-08-11
Conviction,6797696,12500000,Sam Rockwell,2,Kenny Waters ,Andrew Sugerman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Conviction,6797696,12500000,Minnie Driver,3,Abra Rice,Andrew Sugerman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Conviction,6797696,12500000,Julia Deakin,3,Maggie,Andrew Sugerman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Conviction,6797696,12500000,Hilary Swank,1,Betty Anne Waters ,Andrew Sugerman,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-15
Cool Runnings,68856263,14000000,Rawle D. Lewis,3,Junior Bevil,Jon Turteltaub,Comedy,Based on Real Life Events,Contemporary Fiction,Live Action,0,1993-10-01
Cool Runnings,68856263,14000000,Doug E. Doug,2,Sanka Coffie,Jon Turteltaub,Comedy,Based on Real Life Events,Contemporary Fiction,Live Action,0,1993-10-01
Cool Runnings,68856263,14000000,Leon,1,Derice Bannock,Jon Turteltaub,Comedy,Based on Real Life Events,Contemporary Fiction,Live Action,0,1993-10-01
Coraline,75286229,60000000,Jennifer Saunders,3,Miss Spink,Henry Selick,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Stop-Motion Animation,0,2009-02-06
Coraline,75286229,60000000,Teri Hatcher,2,Mother Other Mother,Henry Selick,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Stop-Motion Animation,0,2009-02-06
Coraline,75286229,60000000,Dakota Fanning,1,Coraline Jones,Henry Selick,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Stop-Motion Animation,0,2009-02-06
Coriolanus,749641,10000000,Ralph Fiennes,1,General Caius 'Coriolanus' Martius,Ralph Fiennes,Drama,Based on Play,Historical Fiction,Live Action,0,2012-01-20
Coriolanus,749641,10000000,Gerard Butler,2,Tullus Aufidius,Ralph Fiennes,Drama,Based on Play,Historical Fiction,Live Action,0,2012-01-20
Coriolanus,749641,10000000,Vanessa Redgrave,3,Volumnia,Ralph Fiennes,Drama,Based on Play,Historical Fiction,Live Action,0,2012-01-20
Country Strong,20218921,15000000,Garrett Hedlund,3,Beau Hutton,John Bailey,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-12-22
Country Strong,20218921,15000000,Gwyneth Paltrow,1,Kelly Canter,John Bailey,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-12-22
Country Strong,20218921,15000000,Tim McGraw,2,James Canter,John Bailey,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2010-12-22
Couples Retreat,109205660,60000000,Vince Vaughn,1,Dave,Peter Billingsley,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-10-09
Couples Retreat,109205660,60000000,Jon Favreau,3,Joey,Peter Billingsley,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-10-09
Couples Retreat,109205660,60000000,Jason Bateman,2,Jason,Peter Billingsley,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2009-10-09
Courageous,34522221,2000000,Ken Bevel,3,Nathan Hayes,Alex Kendrick,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-09-30
Courageous,34522221,2000000,Alex Kendrick,1,Adam Mitchell,Alex Kendrick,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-09-30
Courageous,34522221,2000000,Kevin Downs,2,Shane Fuller,Alex Kendrick,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2011-09-30
Cowboys and Aliens,100240551,163000000,Daniel Craig,1,Jake Lonergan,Jon Favreau,Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2011-07-29
Cowboys and Aliens,100240551,163000000,Abigail Spencer,2,Alice,Jon Favreau,Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2011-07-29
Cowboys and Aliens,100240551,163000000,Buck Taylor,3,Alice,Jon Favreau,Action,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2011-07-29
Cradle 2 the Grave,34657731,25000000,Anthony Anderson,3,Tommy,Andrzej Bartkowiak,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-02-28
Cradle 2 the Grave,34657731,25000000,Jet Li,1,Su,Andrzej Bartkowiak,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-02-28
Cradle 2 the Grave,34657731,25000000,DMX,2,Tony Fait,Andrzej Bartkowiak,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2003-02-28
Crash,55334418,7303082,Matt Dillon,3,Officer Ryan,Paul Haggis,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2006-03-10
Crash,55334418,7303082,Don Cheadle,2,Graham,Paul Haggis,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2006-03-10
Crash,55334418,7303082,Sandra Bullock,1,Jean,Paul Haggis,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2006-03-10
Crazy Heart,39471742,8500000,Jeff Bridges,1,Bad Blake,,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2009-12-16
Crazy Heart,39471742,8500000,Colin Farrell,3,Tommy Sweet,,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2009-12-16
Crazy Heart,39471742,8500000,Maggie Gyllenhaal,2,Jean Craddock,,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2009-12-16
Crazy Stupid Love,84351197,50000000,Steve Carell,1,Cal Weaver,Glenn Ficarra,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-29
Crazy Stupid Love,84351197,50000000,Julianne Moore ,3,Emily Weaver,Glenn Ficarra,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-29
Crazy Stupid Love,84351197,50000000,Ryan Gosling,2,Jacob,Glenn Ficarra,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-07-29
Crimson Tide,91387195,55000000,George Dzundza,3,Chief of the boat (COB),Tony Scott,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1995-05-12
Crimson Tide,91387195,55000000,Gene Hackman,2,Captain Frank Ramsey,Tony Scott,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1995-05-12
Crimson Tide,91387195,55000000,Denzel Washington,1,Lt. Cmdr. Hunter,Tony Scott,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1995-05-12
Dances with Wolves,184208842,19000000,Mary McDonnell,2,Stands With A Fist,Kevin Costner,Western,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1990-11-09
Dances with Wolves,184208842,19000000,Kevin Costner,1,Lieutenant John G. Dunbar,Kevin Costner,Western,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1990-11-09
Dances with Wolves,184208842,19000000,Graham Greene,3,Kicking Bird,Kevin Costner,Western,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1990-11-09
Daredevil,102543518,80000000,Jennifer Garner,2,Elektra ,Mark Steven Johnson,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2003-02-14
Daredevil,102543518,80000000,Michael Clarke Duncan,3,Kingpin/Fisk,Mark Steven Johnson,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2003-02-14
Daredevil,102543518,80000000,Ben Affleck,1,Matt Murdock,Mark Steven Johnson,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2003-02-14
Dark Water,25473093,60000000,John C. Reilly,2,Mr. Murray,Walter Salles,Thriller/Suspense,Remake,Fantasy,Live Action,0,2005-07-08
Dark Water,25473093,60000000,Jennifer Connelly,1,Dahlia,Walter Salles,Thriller/Suspense,Remake,Fantasy,Live Action,0,2005-07-08
Dark Water,25473093,60000000,Tim Roth,3,Jeff Platzer,Walter Salles,Thriller/Suspense,Remake,Fantasy,Live Action,0,2005-07-08
Date Night,98711404,55000000,Tina Fey,2,Claire Foster,Shawn Levy,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-09
Date Night,98711404,55000000,Steve Carell,1,Phil Foster,Shawn Levy,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-09
Date Night,98711404,55000000,Jimmi Simpson,3,Armstrong,Shawn Levy,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-04-09
Days of Thunder,82670733,60000000,Robert Duvall,3,Harry Hogge,Tony Scott,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1990-06-27
Days of Thunder,82670733,60000000,Leilani Sarelle,2,Female Highway Patrol Officer,Tony Scott,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1990-06-27
Days of Thunder,82670733,60000000,Tom Cruise,1,Cole Trickle,Tony Scott,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1990-06-27
Déjà Vu,64038616,80000000,Denzel Washington,1,Doug Carlin,Tony Scott,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2006-11-22
Déjà Vu,64038616,80000000,Paula Patton,2,Claire Kuchever,Tony Scott,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2006-11-22
Déjà Vu,64038616,80000000,Val Kilmer,3,Agent Pryzwarra,Tony Scott,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2006-11-22
Dear John,80014842,25000000,Richard Jenkins,3,Mr. Tyree,Lasse Hallstrom,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-02-05
Dear John,80014842,25000000,Amanda Seyfried,2,Savannah Curtis,Lasse Hallstrom,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-02-05
Dear John,80014842,25000000,Channing Tatum,1,John Tyree,Lasse Hallstrom,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-02-05
Death at a Funeral,42739347,21000000,Chris Rock,1,,Neil LaBute,Comedy,Remake,Contemporary Fiction,Live Action,0,2010-04-16
Deep Blue Sea,73648228,60000000,Saffron Burrows,1,Dr. Susan McAlester,Renny Harlin,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1999-07-28
Deep Blue Sea,73648228,60000000,Thomas Jane,2,Carter Blake,Renny Harlin,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1999-07-28
Deep Blue Sea,73648228,60000000,LL Cool J,3,Preacher,Renny Harlin,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1999-07-28
Deep Impact,140464664,80000000,Robert Duvall,1,Spurgeon Tanner,Mimi Leder,Adventure,Original Screenplay,Science Fiction,Live Action,0,1998-05-08
Deep Impact,140464664,80000000,Elijah Wood,3,Leo Biederman,Mimi Leder,Adventure,Original Screenplay,Science Fiction,Live Action,0,1998-05-08
Deep Impact,140464664,80000000,Tea Leoni,2,Jenny Lerner,Mimi Leder,Adventure,Original Screenplay,Science Fiction,Live Action,0,1998-05-08
Defiance,28644813,50000000,Jamie Bell,3,Asael Bielski,Edward Zwick,Drama,Original Screenplay,Historical Fiction,Live Action,0,2009-01-16
Defiance,28644813,50000000,Liev Schreiber,2,Zus Bielski,Edward Zwick,Drama,Original Screenplay,Historical Fiction,Live Action,0,2009-01-16
Defiance,28644813,50000000,Daniel Craig,1,Tuvia Bielski,Edward Zwick,Drama,Original Screenplay,Historical Fiction,Live Action,0,2009-01-16
Delivery Man,19726713,22000000,Vince Vaughn,1,,Ken Scott,Comedy,Remake,Contemporary Fiction,Live Action,0,2013-11-22
Delivery Man,19726713,22000000,Chris Pratt,2,Brett,Ken Scott,Comedy,Remake,Contemporary Fiction,Live Action,0,2013-11-22
Delivery Man,19726713,22000000,Cobie Smulders,3,Emma,Ken Scott,Comedy,Remake,Contemporary Fiction,Live Action,0,2013-11-22
Despicable Me,251513985,69000000,Russell Brand,3,Dr. Nefario,Chris Renaud,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2010-07-09
Despicable Me,251513985,69000000,Jason Segel,2,Vector,Chris Renaud,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2010-07-09
Despicable Me,251513985,69000000,Steve Carell,1,Gru,Chris Renaud,Comedy,Original Screenplay,Kids Fiction,Digital Animation,0,2010-07-09
Despicable Me 2,366953549,76000000,Steve Carell,1,Gru,Chris Renaud,Comedy,Original Screenplay,Kids Fiction,Digital Animation,1,2013-07-02
Despicable Me 2,366953549,76000000,Kristen Wiig,2,Lucy,Chris Renaud,Comedy,Original Screenplay,Kids Fiction,Digital Animation,1,2013-07-02
Despicable Me 2,366953549,76000000,Benjamin Bratt,3,Eduardo/El Macho,Chris Renaud,Comedy,Original Screenplay,Kids Fiction,Digital Animation,1,2013-07-02
Devil,33679655,10000000,Chris Messina,1,Det. Bowden,M. Night Shyamalan,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2010-09-17
Devil,33679655,10000000,Geoffrey Arend,3,Salesman/Vince,M. Night Shyamalan,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2010-09-17
Devil,33679655,10000000,Logan Marshall-Green,2,Mechanic/Tony,M. Night Shyamalan,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2010-09-17
Diary of a Wimpy Kid: Dog Days,49008662,22000000,Robert Capron,3,Rowley Jefferson,David Bowers,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,1,2012-08-03
Diary of a Wimpy Kid: Dog Days,49008662,22000000,Steve Zahn,2,Frank Heffley,David Bowers,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,1,2012-08-03
Diary of a Wimpy Kid: Dog Days,49008662,22000000,Zachary Gordon,1,Greg Heffley,David Bowers,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,1,2012-08-03
Diary of a Wimpy Kid: Rodrick Rules,52698535,18000000,Devon Bostick ,2,Rodrick Heffley,Nina Jacobson,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,2011-03-25
Diary of a Wimpy Kid: Rodrick Rules,52698535,18000000,Rachael Harris,3,Susan Heffley,Nina Jacobson,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,2011-03-25
Diary of a Wimpy Kid: Rodrick Rules,52698535,18000000,Zachary Gordon,1,Greg Heffley,Nina Jacobson,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,2011-03-25
Dick Tracy,103738726,47000000,Warren Beatty,1,Dick Tracy,Warren Beatty,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,1990-06-15
Dick Tracy,103738726,47000000,Al Pacino,3,Big Boy Caprice,Warren Beatty,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,1990-06-15
Dick Tracy,103738726,47000000,Madonna,2,Breathless Mahoney,Warren Beatty,Action,Based on Comic/Graphic Novel,Super Hero,Live Action,0,1990-06-15
Die Hard: With a Vengeance,100012499,90000000,Jeremy Irons,2,Simon ,John McTiernan,Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,1995-05-19
Die Hard: With a Vengeance,100012499,90000000,Bruce Willis,1,John McClane,John McTiernan,Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,1995-05-19
Die Hard: With a Vengeance,100012499,90000000,Samuel L. Jackson,3,Zeus ,John McTiernan,Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,1,1995-05-19
Dinner for Schmucks,73026337,69000000,Jemaine Clement,3,Kieran,Walter F. Parkes,Comedy,Remake,Contemporary Fiction,Live Action,0,2010-07-30
Dinner for Schmucks,73026337,69000000,Paul Rudd,2,Tim,Walter F. Parkes,Comedy,Remake,Contemporary Fiction,Live Action,0,2010-07-30
Dinner for Schmucks,73026337,69000000,Steve Carell,1,Barry,Walter F. Parkes,Comedy,Remake,Contemporary Fiction,Live Action,0,2010-07-30
Dinosaur,137748063,127500000,Alfre Woodard,2,Plio,James Newton Howard,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2000-05-19
Dinosaur,137748063,127500000,Ossie Davis,3,Yar,James Newton Howard,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2000-05-19
Dinosaur,137748063,127500000,D.B. Sweeney,1,Aladar,James Newton Howard,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2000-05-19
Disney Planes,90211066,50000000,Brad Garrett,3,Chug,Klay Hall,Comedy,Spin-Off,Kids Fiction,Digital Animation,0,2013-08-09
Disney Planes,90211066,50000000,Stacy Keach,2,Skipper,Klay Hall,Comedy,Spin-Off,Kids Fiction,Digital Animation,0,2013-08-09
Disney Planes,90211066,50000000,Dane Cook,1,Dusty Crophopper,Klay Hall,Comedy,Spin-Off,Kids Fiction,Digital Animation,0,2013-08-09
Disney's A Christmas Carol,137855863,190000000,Gary Oldman,2,Bob Cratchit/Marley/Tiny Tim,David H. Venghaus,Drama,Remake,Fantasy,Digital Animation,0,2009-11-06
Disney's A Christmas Carol,137855863,190000000,Colin Firth,3,Fred,David H. Venghaus,Drama,Remake,Fantasy,Digital Animation,0,2009-11-06
Disney's A Christmas Carol,137855863,190000000,Jim Carrey,1,Ebenezer Scrooge and Ghosts,David H. Venghaus,Drama,Remake,Fantasy,Digital Animation,0,2009-11-06
District 9,115646235,30000000,Vanessa Haywood,3,Tania Van de Merwe,Neill Blomkamp,Thriller/Suspense,Original Screenplay,Science Fiction,Animation/Live Action,0,2009-08-14
District 9,115646235,30000000,David James,2,Koobus Venter,Neill Blomkamp,Thriller/Suspense,Original Screenplay,Science Fiction,Animation/Live Action,0,2009-08-14
District 9,115646235,30000000,Sharlto Copley,1,Wikus Van de Merwe,Neill Blomkamp,Thriller/Suspense,Original Screenplay,Science Fiction,Animation/Live Action,0,2009-08-14
Django Unchained,162805434,100000000,Christoph Waltz,2,Dr. King Schultz,Quentin Tarantino,Western,Original Screenplay,Historical Fiction,Live Action,0,2012-12-25
Django Unchained,162805434,100000000,Leonardo DiCaprio,3,Calvin Candie,Quentin Tarantino,Western,Original Screenplay,Historical Fiction,Live Action,0,2012-12-25
Django Unchained,162805434,100000000,Jamie Foxx,1,Django,Quentin Tarantino,Western,Original Screenplay,Historical Fiction,Live Action,0,2012-12-25
Do the Right Thing,26004026,6000000,Ruby Dee,3,Mother Sister,Spike Lee,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1989-06-30
Do the Right Thing,26004026,6000000,Danny Aiello,1,Sal,Spike Lee,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1989-06-30
Do the Right Thing,26004026,6000000,Ossie Davis,2,Da Mayor,Spike Lee,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,1989-06-30
Doctor Seuss' The Lorax,214030500,67500000,Danny De Vito,1,The Lorax,Chris Renaud,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,0,2012-03-02
Doctor Seuss' The Lorax,214030500,67500000,Ed Helms,2,The Once-ler,Chris Renaud,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,0,2012-03-02
Doctor Seuss' The Lorax,214030500,67500000,Zac Efron,3,Ted,Chris Renaud,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Digital Animation,0,2012-03-02
Dodgeball: A True Underdog Story,114326736,30000000,Christine Taylor,2,Kate,Theodore Shapiro,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2004-06-18
Dodgeball: A True Underdog Story,114326736,30000000,Vince Vaughn,1,Peter,Theodore Shapiro,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2004-06-18
Dodgeball: A True Underdog Story,114326736,30000000,Ben Stiller,3,White Goodman,Theodore Shapiro,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2004-06-18
Dolphin Tale,72286779,37000000,Ashley Judd,2,Lorraine Nelson,Charles Martin Smith,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-09-23
Dolphin Tale,72286779,37000000,Nathan Gamble,3,Sawyer Nelson,Charles Martin Smith,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-09-23
Dolphin Tale,72286779,37000000,Harry Connick Jr.,1,Dr. Clay Haskett,Charles Martin Smith,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-09-23
Don Jon,24299641,5500000,Joseph Gordon-Levitt,1,Jon Martello,Joseph Gordon-Levitt,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-09-27
